x	y
78744398	9481
79072132	2636
79199982	1651
79246668	2356
79611418	21894
79661666	129598
79893080	81090
80197527	190231
80211419	244051
80476983	482535
80822524	273
80954989	191314
80981988	1651
81001166	621
81003325	321
81032529	876
81107033	63382
81175452	45926
81195040	109
81202695	140
81221218	1243
81246295	269
81259565	675
81260656	175810
81332961	401
81412970	270
81441987	8171
81471549	62313
81605347	17715
81661428	1447
81727780	15359
81741002	289348
81777016	598
81916231	1658
82427420	89
82429872	285
82642620	64206
82692704	352
82788478	7744
83017106	1039
83018201	21402
83048579	62
83750384	118
83805496	145
83906872	8179
84172841	766
84173791	1720
84176419	670
84739942	111
84951274	100
84998278	1019
85202849	36626
85362457	154478
85387275	1491
85393879	26196
85524432	5557
85528599	788
85530144	124283
85934710	195069
86014686	48275
86332376	68910
86905778	16978
86936640	52486
87251103	577
87323753	8638
87353070	219953
87568181	1219
87634379	20916
87710419	161873
87810982	27358
87837820	155846
87952527	2677
87996345	104
88005124	9688
88010787	4825
88018605	17715
88024550	73070
88136733	23113
88158240	2352
88175391	4808
88180103	146805
88384924	85427
88465778	88956
88499334	16169
88513498	166
88551597	897
88562909	64688
88589231	3178
88612431	180322
88819608	2544
88820297	136
88824153	56926
88840165	99
89110148	1076
89124871	494279
89156743	832
89290205	1390
89350285	14415
89355060	1512
89399995	9475
89412312	542348
89417354	2440
89576216	1262
89585662	100
89621918	290
89628921	13751
89650793	111
89712511	313
89736965	1427
89794669	160109
89892128	316
89954939	89830
90061765	124093
90107675	321
90177222	109
90256495	18935
90267856	64282
90366697	483
90381198	55
90383365	4609
90396502	11760
90402523	2713
90452063	3055
90455230	3676
90489012	2626
90524564	291916
90565141	85
90567495	2482
90642638	6257
90675118	1177
90697333	2042
90766531	459
90822365	5764
90847862	212775
91060333	165300
91091077	62
91126425	129
91232532	21394
91242759	9453
91258299	705
91271323	146522
91333713	111
91418266	2911
91419449	303
91457611	52944
91554410	94
91572444	2828
91580696	200012
91603173	261
91604402	918
91709111	1507
91714915	216
91752856	6943
91779751	87786
91869412	78576
91965991	74906
92026566	322
92038652	67970
92070230	813
92116122	5796
92121937	50209
92253493	10164
92265702	106
92322581	178903
92513774	175221
92703807	44896
92794231	45733
92886352	7155
92905697	1786
92923080	12214
92936914	179407
93067452	4701
93138066	400
93182196	2733
93184951	2139
93184973	33614
93202894	4201
93207056	22160
93223598	542
93237550	95543
93244010	314
93333219	374658
93334528	530
93347191	1166
93397139	96
93437400	111
93637179	160
93718298	70184
93895762	1998
93904730	22337
93918894	10715
93934153	42639
93939555	4575
93948226	77
93997270	11594
94026329	22602
94048291	32955
94081282	22565
94104836	11863
94127779	2475
94146128	133608
94280455	12817
94304248	19147
94363714	2985
94376747	13947
94430633	34098
94442464	10327
94462717	16973
94487274	30571
94561091	8823
94561442	31679
94592058	32589
94612384	11672
94633705	820
94640725	6270
94674877	953
94726288	888
94768216	2015
94800849	615
94918253	482
94960277	2700
95048220	2734
95086228	71783
95137919	68
95157645	22289
95181940	137967
95185117	738
95199039	307
95329584	5921
95335840	104
95407266	68571
95516136	1776
95532297	2576
95533355	275
95533503	11222
95573562	8395
95620914	22372
95644508	725
95650498	29336
95662480	119
95663256	29375
95670441	137
95686417	6227
95709967	4230
95711747	45910
95851481	110
95855548	10917
95876392	49180
95973435	68
96019484	282
96039324	54757
96136851	93
96204679	39488
96204844	59086
96210860	3959
96223108	240
96233431	671
96255824	13144
96259411	9214
96275046	1678
96279202	84669
96363452	23837
96384624	192
96392111	97317
96423700	510
96456576	466
96500810	1512
96501433	65679
96537170	735
96592733	3030
96638187	328
96741191	49423
96797304	134419
96931367	12214
96943579	1816
96992864	3738
97110416	8832
97116355	5147
97154857	3880
97458816	122786
97523095	136
97632647	54012
97749264	14726
97786565	2692
97925610	52515
98068240	136904
98136074	3169
98331632	119
98351367	298
98497132	17667
98711613	6149
98844896	702
98916902	900
98925137	2669
98972879	423
98973314	158
99158416	1254
99169287	102238
99262948	1788
99324799	7217
99397746	83144
99444306	107
99481169	53876
99500180	103847
99512501	1076
99583017	102
99604556	21185
99645110	35460
99684304	42998
99691445	2204
99737693	204368
99945315	163
99964529	850
99971449	172788
99974336	814
99977115	984
100052803	22076
100109419	96
100109655	99
100143957	16207
100207407	31149
100238298	44495
100263781	1625
100279959	11498
100291111	15437
100291117	3540
100307859	98
100319073	298
100322828	106
100323337	7042
100333788	43018
100333790	20272
100339832	723
100366628	293
100376418	153886
100406599	1015
100480952	323
100487544	244
100537149	50265
100538939	1471
100587775	1552
100657250	18820
100675930	3955
100725705	12520
100779410	81622
100814491	84
100816041	204
100826284	87
100829350	105
100834432	26595
100852390	98
100869055	110
100874495	109
100880655	4193
100881007	114
100881883	124
100882965	111
100884483	94
100884697	92
100894770	41230
100894817	97
100897920	77
100898958	122
100903597	120
100911166	110
100924824	69
100927342	72
100929919	72
100936491	75
100937401	22799
100938187	78
100939556	75
100941126	77
100943451	74
100945649	72
100949833	72
100951856	78
100953349	75
100954374	75
100955370	70
100956240	73
100957166	72
100960509	6532
100963054	77
100966029	72
100967052	72
100967652	19629
100968111	75
100968948	75
100969879	74
100972103	75
100972670	72
100973595	70
100974806	75
100975825	72
100976477	75
100977389	78
100979002	89
100979992	75
100981004	72
100981975	72
100982926	72
100983876	72
100984777	72
100986057	72
100987046	72
100988161	70
100989130	72
100990091	70
100991919	72
100993236	75
100994257	74
100998467	75
101022051	109
101023319	111
101023780	111
101025000	111
101025550	110
101025712	108
101026020	88
101026753	143
101027100	84
101029611	109
101030041	113
101031963	108
101033734	108
101039338	100
101039662	110
101040052	111
101040219	81
101040427	110
101040755	110
101041363	83
101042977	86
101044198	86
101045157	6639
101045898	108
101046435	110
101047313	104
101047879	110
101048658	91
101049550	97
101051993	112
101052424	110
101054301	86
101054687	73
101055229	111
101055407	109
101056219	82
101059755	84
101060558	110
101062024	109
101064495	84
101065294	112
101065447	91
101065598	70
101065891	108
101066724	78
101069911	3027
101073869	4042
101120856	2687
101145480	216
101217372	870
101257332	20987
101332516	1816
101405987	1936
101442076	2240
101447642	9476
101552221	8211
101560287	136
101561351	2102
101628984	3547
101634454	96655
101677943	438
101730437	2086
101761798	166192
101796555	13767
101803227	105
101833435	6097
101843394	729
101948347	1079
101952416	648
101964528	86265
101969364	238
102036315	29914
102077180	293
102080738	58962
102139503	85345
102224500	80701
102317377	25326
102340969	101
102341102	21815
102362963	139519
102501676	104
102501760	8040
102539644	83
102545254	10573
102582888	290
102592661	137916
102662240	469
102695388	108
102770040	4752
102777476	134025
102865856	108
102879621	118
102922656	10941
102932379	125084
102933574	3604
103041469	626
103094723	4163
103100144	10416
103120847	2161
103123442	13998
103139675	2285
103148597	812
103184204	836
103187221	1808
103207748	42
103208100	777
103241492	481
103279223	733
103282933	536
103331674	694
103333544	11482
103337849	126
103364239	582
103374033	884
103385392	118440
103412119	643
103519659	3453
103525010	4063
103529184	7890
103550345	62
103553421	8457
103556544	6288
103561896	152354
103562962	44562
103562962	122963
103567405	141
103682362	1654
103687576	552
103694516	535
103694560	611
103696353	811
103697609	17896
103715730	17939
103725728	98
103733752	113839
103762803	475
103797272	77
103847721	10329
103854366	25746
103875055	2424
103912288	15982
103928462	124206
103940426	1883
103980798	86
104013642	292
104085679	29903
104117405	110
104137150	749
104138723	42172
104223584	64486
104376530	2422
104400943	106
104450979	455
104474678	130970
104579684	10832
104589021	827
104653548	2240
104661120	4439
104677694	56
104681146	3787
104689606	32930
104690091	1194
104724186	23140
104753100	15395
104769349	923
104769349	26403
104800596	4117
104815449	305
104821201	2518
104830838	334
104835997	856
104842663	3254
104857792	1045
104865280	31491
104904342	863
104924816	12975
104937244	41114
104985775	24708
105009573	11576
105049389	16057
105093609	5396
105110347	461
105112690	174
105140981	27844
105150778	87
105152194	29001
105172938	8386
105209286	106304
105248490	2604
105300563	97585
105370418	2501
105374618	354
105384360	102
105398579	51528
105416884	2856
105419820	50910
105467793	2825
105472962	7209
105486317	2631
105487199	5069
105489855	9721
105526603	3600
105536861	379
105546610	3085
105586889	1507
105591070	60
105597691	2519
105599941	1788
105601472	3886
105621116	65
105624341	1726
105640168	65
105643052	1739
105644496	4562
105663828	65
105664633	5211
105668113	870232
105672308	1007
105703961	642
105707118	1548
105711923	70
105721794	734
105736956	65
105765117	64
105769102	269244
105785505	327
105836765	8914
105854220	381353
105857513	60
105857573	60
105857743	60
105858165	78
105858335	78
105859484	70
105859738	67
105863198	61
105863416	50
105863814	49
105864215	46
105864587	49
105864793	60
105865199	52
105865407	52
105865551	11
105865624	55
105881034	20
105881539	18
105883903	20
105884870	19
105886031	31
105888551	28
105890084	6494
105891191	17
105891699	21
105893542	20
105894508	16
105895634	37
105897957	31
105900638	17
105901142	21
105902649	23
105903616	16
105904497	31
105904681	31
105907211	31
105909907	17
105910410	18
105912257	20
105913222	16
105914359	31
105916826	31
105917979	14664
105919502	17
105939756	498
105945210	180
105969729	2541
105978520	627
105986582	502
106001534	291
106005095	480
106011922	499
106025145	486
106037902	464
106039666	99
106045600	261
106055549	450
106062151	533
106088122	452
106107972	436
106116635	570
106120207	267
106122420	290
106129540	533
106142287	291
106145891	241
106153624	540
106163583	220
106165205	526
106174342	419
106179554	966
106184901	494
106196700	291
106206603	1969
106210936	518
106235064	531
106257762	462
106263362	265
106264688	28
106268606	535
106276548	496
106286811	847
106287674	1155
106289029	451
106293568	241
106301396	467
106309417	250
106314651	325
106317823	414
106324254	507
106331116	437
106335082	532
106342724	232
106344395	439
106349283	510
106354672	37
106356165	427
106359793	532
106367385	280
106369107	440
106373663	483
106377300	434
106389392	467
106392774	458
106396676	439
106410493	529
106418025	54
106421711	508
106425365	199
106436415	141
106440950	58
106443133	451
106460092	964
106463258	301
106470264	537
106478220	174
106482439	38635
106489345	412
106494134	250
106506996	496
106511117	740
106515818	37
106518582	446
106531141	331
106537810	535
106556920	118513
106564375	224
106566117	439
106578744	493
106583506	302
106584718	259
106586376	451
106592676	672
106599670	255
106601346	447
106606101	451
106609762	435
106618894	280
106622357	499
106627249	577
106631197	457
106636672	115
106636704	60
106637718	256
106639119	539
106643132	15127
106643142	444
106650551	235
106652237	445
106666092	441
106671797	248
106675017	528
106680603	440
106683395	956
106686517	46
106687113	88
106692657	232
106695102	296
106703846	454
106703852	295
106714684	498
106723574	520
106728163	445
106737110	438
106762092	497
106770577	444
106775157	462
106790691	543
106802694	540
106810442	690
106821174	241
106823687	461
106827869	295
106831767	286
106850885	115
106851123	295
106865627	269
106867660	433
106874583	489
106879563	250
19878555	9260
19883614	103
19899334	226
19955300	303
19964666	436
19967414	939
19972782	437
19987656	462
20003840	23
20004797	19
20005905	31
20008402	31
20011153	17
20012741	1468
20046296	1699
20073699	636
20095733	297
20128745	19209
20141794	4637
20153776	7051
20228620	48884
20282744	8843
20344736	14431
20358108	74
20379495	126686
20516252	4376
20531856	9945
20545576	3869
20562375	13322
20570886	290
20572047	83
20593494	5702
20626819	547
20639464	427
20642799	650
20657638	30771
20658900	6071
20729747	26437
20738679	107
20755375	86
20759311	15484
20773084	1788
20775464	535
20803505	22669
20813299	1660
20826454	187
20832795	75
20835372	30943
20855251	107
20890206	401
20893383	598
20901441	169
20916686	18973
20940252	82
20940438	52866
20960675	907
20969282	934
21010494	23
21011451	19
21012559	31
21015048	31
21017800	17
21019388	1464
21053004	1699
21080812	636
21102843	296
21127698	2398
21148334	4637
21160305	7053
21250180	9968
21293653	1549
21298233	27009
21307749	107
21324433	86
21328380	15502
21342171	1788
21344548	538
21368459	2163
21372793	1089
21382383	460
21383821	244
21406385	75
21408243	32209
21428879	107
21490364	19041
21513959	82
21514144	52910
21552795	100482
21574225	983
21637909	1084
21651844	1196
21683038	925
21703428	2200
21709649	622
21717808	438
21735506	440
21742364	436
21752278	433
21843750	75
21846329	31375
21866210	107
21911559	1032
21927657	18985
21951242	82
21980321	889
21990061	135486
22009548	982
22030931	904
22044864	536
22056709	1241
22080527	1133
22094431	1126
22125618	818
22145939	2288
22152276	622
22160431	438
22178107	436
22184967	436
22194885	433
22202392	343
22225278	52
22258138	711
22278971	3902
22360639	280
22371736	1835
22401208	5737
22427039	10864
22428246	83
22429200	290
22451209	3946
22458903	10328
22480439	4402
22495570	95246
22607540	10315
22608148	83
22609141	237
22664359	21855
22690454	705
22714939	287
22727104	17815
22756172	558
22757857	20885
22770523	5677
22773063	56729
22838641	29744
22867052	114012
22983192	56482
23083094	38231
23128268	8555
23140563	3860
23157366	13346
23165897	290
23167058	83
23179869	2181
23193491	206
23197827	94
23225876	516
23289303	4365
23309607	3670
23326256	7872
23337985	3864
23354748	12484
23361206	69
23363272	290
23364444	83
23430839	4374
23439498	7737
23562062	70
23565678	64398
23565857	510
23567264	2394
23643544	4298
23685400	1931
23777437	107
23912409	29308
23975172	28264
24162754	7195
24206784	19071
24235078	41752
24238145	2048
24299749	890
24441127	6841
24493137	158994
24675868	7526
24823647	155077
24848357	3897
24908932	894
24910874	252
24954986	22865
24955034	45243
24978583	440880
24981994	75
24984864	310
24985053	3180
24985100	67
24986925	71
24991486	268
25027736	4312
25031873	4618
25041918	511
25041974	67
25051477	95
25054210	95
25056860	95
25059538	96
25062333	95
25065026	96
25067788	95
25070432	95
25073107	95
25074114	102
25075929	92
25077051	92
25079058	92
25080142	92
25081287	92
25082768	92
25083588	92
25085385	92
25086527	92
25087661	1236
25087662	92
25088804	92
25089923	92
25091786	92
25091960	418
25094037	92
25097663	92
25099499	96
25101575	92
25104642	91
25106521	83
25108268	85
25130978	360
25135642	2414
25159221	59
25169337	340
25170723	82
25172635	82
25174927	82
25176832	82
25178738	82
25180497	82
25182385	82
25184306	82
25185631	82
25187536	81
25189414	82
25191416	82
25193321	82
25194921	81
25197576	81
25199448	82
25201323	82
25203227	82
25204357	82
25206262	82
25208083	81
25209918	82
25211796	82
25213648	82
25215541	82
25218617	82
25220497	82
25222348	81
25223246	82
25225203	82
25227109	82
25228967	82
25230838	82
25232387	82
25234247	82
25236085	82
25237986	82
25239838	82
25241746	82
25243614	82
25245478	82
25247345	82
25249198	82
25250859	82
25255579	1449
25264510	81
25266591	71
25268466	86
25269783	76
25278343	67
25333728	105329
25345633	1603
25484831	93961
25580969	154
25677273	187900
25708470	2400
25738508	113
25817983	88
25848747	79
25865295	11917
25902360	150761
25928146	430
26008940	135
26050538	1739
26115813	17225
26395072	51703
26543546	395994
26557598	340
26657030	1734
26851132	479
26866363	82845
26964917	5469
26971282	570710
27157615	3705
27208089	547
27280318	119
27340524	281
27362310	4089
27418796	1940
27422381	5958
27449182	61
27483035	58957
27621534	7756
27684498	1271
27754875	344484
27775621	1178
27895704	879
28111040	211113
28315651	409
28332237	4373
28346490	158
28349051	9030
28362796	2936
28378621	13398
28387196	290
28388369	83
28402868	2166
28416449	226
28422172	202
28426491	94
28454660	3124
28473322	127
28490752	94
28494975	208
28506625	2184
28519611	13404
28523185	83
28524151	290
28545912	3866
28553638	7742
28564986	167
28575019	4382
28589492	95773
28679405	2848
28701954	36431
28702562	83
28703554	237
28719377	19055
28737583	21622
28763440	712
28788243	3760
28789199	288
28789664	69344
28830619	564
28842235	6441
28857882	517
28884483	233833
28970196	7269
29120254	450470
29233673	1465
29233868	112
29268149	1681
29373602	3355
29609676	1537
29612570	1705
29674990	5968
29699367	269499
29728186	1346
29730713	273
29822631	1451
30005205	1226
30005443	40406
30044455	842
30052942	20123
30083053	10447
30091662	237
30092809	83
30098826	3268
30103720	28038
30112198	133
30135149	10419
30143733	237
30144877	83
30150872	2538
30153933	178
30170563	9381
30196036	18505
30223017	2548
30254402	107
30282533	5857
30344307	3930
30355436	105
30357766	36084
30380353	6635
30384959	133
30395146	1223
30403740	10423
30404349	83
30405307	291
30420283	147
30470779	36845
30487963	2351
30516079	1789
30540093	5877
30552078	10424
30560644	291
30561810	83
30567822	3268
30572738	27910
30581184	133
30604126	10436
30607695	499
30612724	237
30613871	83
30616958	792
30616998	8776
30624494	148500
30648797	733
30673750	94
30700663	85
30791573	10287
30800160	237
30801306	83
30815271	28883
30882267	965
30899480	848
30903852	39257
30926514	1894
30938941	52667
30956248	103
31001061	160213
31002013	40290
31065032	110
31216020	8426
31221999	8840
31326855	108811
31420128	535
31453201	939
31475398	395392
31704945	85
31765743	2459
31787494	241
31928303	132
32030488	142034
32175247	105
32182551	3925
32250302	5824
32284152	107
32313126	2529
32359538	8247
32384937	2548
32392782	10511
32393390	83
32394365	249
32398956	36278
32406597	28396
32426288	133
32436503	3265
32445106	10529
32445715	83
32446674	291
32461666	144
32489267	2320
32494003	6344
32519848	17079
32536047	51567
32583612	701
32586105	29054
32593456	13855
32602121	291
32603287	83
32613733	1379
32615144	24806
32641676	55423
32656084	16982
32717270	1738
32717974	27134
32765545	429189
32836983	344
32970727	65
33012119	950
33105758	479
33235552	12070
33303657	7003
33310962	555141
33722492	105
33850538	641
33851785	5025
33858602	6224
33866227	172950
33968720	98738
33972059	457
33990686	1363
34084017	17932
34085911	404
34102073	6612
34140674	69423
34224999	5158
34229996	108065
34255286	2547
34314728	101
34341713	1465
34343315	14423
34358618	8661
34373541	1063
34373789	83
34379068	58399
34382069	82
34394594	338
34409625	970
34415450	4824
34489002	1570
34494420	1481
34520608	1184
34525207	63297
34528290	82
34555870	951
34597458	101
34651135	4630
34751032	3934
34755084	57840
34788096	8044
34849137	1259
34851782	118058
34943080	315
34978341	9947
34978351	1734
34993646	9576
34999902	369
35008469	2723
35081144	370
35084193	918
35092481	730
35097680	135
35099022	70677
35121573	512
35181799	56399
35217345	328849
35282596	385
35298249	1192
35372256	109
35396221	224
35400691	1078
35546195	312807
35774801	150
35926843	111
35939167	313091
36046082	3448
36341739	2428
36438972	32045
36571985	228
36579611	230638
36613474	725
36617089	2177
36626674	1102
36641186	27912
36798596	19864
36852640	220
36876379	10657
36889204	212096
36972821	81
37050828	103
37099339	835
37109587	398
37216617	282
37253879	1074
37365027	125782
37490691	413
37921939	45786
37984766	77575
38069481	3479
38139595	87293
38252326	104924
38454127	33584
38458760	781
38488103	77473
38502853	2129
38524070	10586
38542243	101
38671847	17345
38696598	3441
38756552	2862
38851306	2127
38865322	561874
39019233	5686
39167739	12310
39188438	5872
39250684	4162
39300418	10365
39472703	8504
39512404	7451
39581079	18388
39586561	733
39588357	526
39593580	652
39600031	182800
39770559	30775
39782571	3047
39799023	121870
39813223	2207
39921042	4839
39922782	105
39934146	101446
39951375	334
40035739	3450
40039311	27980
40075204	3501
40078892	456
40087890	21003
40088832	555
40133768	1447
40161023	60114
40217428	60059
40226386	684
40232082	4028
40238759	38729
40244925	2442
40250664	2306
40258501	1870
40278176	29760
40281444	1143
40285468	442
40300670	1151
40312352	938
40312615	4020
40325216	1500
40331452	9516
40331537	112
40351033	5402
40358235	20405
40368925	716
40382721	11526
40405795	30153
40439721	28522
40453444	1196
40464193	2534
40470998	3574
40480752	564
40488041	69979
40528683	36375
40529570	104
40569300	5644
40585454	298
40594020	70323
40601754	252
40615665	264
40642933	3925
40683694	375
40686724	8384
40694774	37566
40735884	19968
40760597	278
40764020	3691
40765155	42324
40770080	2370
40807086	7999
40810282	92
40815445	13265
40835808	8580
40844018	14190
40872214	2076
40874433	163
40875313	98
40894430	9546
40906811	3527
40929340	9733
40948736	134
40952962	3558
40978880	137475
40999274	5592
41011597	1704
41016807	11087
41016990	1854
41108878	301
41163162	1213
41182725	48019
41191965	301
41230839	51052
41283990	25748
41309268	23354
41332694	48357
41343080	1146
41387349	15171
41408408	75156
41448742	103
41493393	10159
41503638	10250
41517176	27094
41557027	409
41557675	25912
41609466	3262
41621224	151858
41691585	94
41718370	303
41770756	1977
41774434	53422
41781148	2884
41825099	2838
41828085	9497
41828095	20061
41837775	10373
41848144	45934
41851913	117
41866495	57
41892793	5783
41895939	76640
41908204	511
41921417	7467
41972763	26332
41981582	69609
42006132	3986
42067009	27546
42139034	17603
42158701	49616
42199570	97
42208413	18578
42210452	63212
42273233	83703
42313687	700
42348103	64215
42359500	52819
42412823	78301
42427591	107
42491233	54124
42531867	974
42537820	10983
42548810	21185
42567031	2964
42571927	507
42575659	145323
42581156	333
42723559	13568
42724102	821
42726583	629
42738734	182076
42739118	4085
42800968	1438
42939310	1049
42942897	163217
43008838	85
43106225	115059
43109928	91
43115702	792
43123279	61868
43131008	679
43134212	73
43184079	1063
43185118	12059
43232595	34263
43247680	102
43267904	485
43276280	25976
43302096	677
43323649	6957
43330674	23882
43358172	12854
43369221	40551
43391384	344
43403061	107668
43510958	20663
43519409	81
43533462	56792
43593054	11848
43599398	19403
43602543	106
43628503	39616
43637632	107
43642389	635
43649123	158
43663654	20686
43692886	6337
43699488	18697
43702363	108
43726918	20177
43734179	107
43746392	26888
43772600	4944
43772617	26517
43777087	25503
43782843	191
43793659	101
43794162	6060
43796142	6902
43804492	20311
43826963	41457
43863893	113
43870761	324492
43875849	396
43989061	1124
44063511	803
44288729	127030
44354691	1002
44387320	3132
44402685	24460
44427234	101805
44447577	1768
44516650	834
44527257	9667
44537057	25973
44557829	1360
44562696	100983
44665732	45585
44697333	98
44711477	7401
44728988	38842
44778196	526
44825747	58948
44826540	555
44843612	113
44884616	165
44914802	15821
44919376	1445
44927600	104
44956702	22528
44962830	104
44970035	1144
44973558	104
45002864	165
45023104	54082
45041716	16992
45047103	113
45073492	557
45092650	21695
45114321	4101
45117367	12572
45129933	35644
45152664	14863
45167214	33962
45170344	29615
45198517	623
45200325	308
45214448	597
45214906	128
45215547	397
45251580	27672
45252230	25616
45321077	616
45330209	2426
45354779	107
45361124	41204
45378700	1424
45402331	19089
45430529	18233
45430652	11157
45433050	80
45448427	65341
45479611	43197
45511136	75155
45537250	128
45558598	4280
45566776	299
45585757	548
45587123	28877
45587351	88964
45591984	102
45631148	60147
45702640	544
45705078	225992
46099193	1200
46341354	246
46351662	85
46660658	103
46693288	111557
46720193	320
46827526	433
46957533	85
47133652	375
47184101	590123
47242204	76
47272597	293
47274183	982
47359430	37303
47397501	2054
47525169	2588
47603880	2473
47730144	792
47803384	42853
47884310	164803
47944044	5466
48120972	21701
48134631	43887
48161805	99
48189037	2655
48191539	12218
48191664	112415
48192191	9494
48312353	19504
48325558	114
48331011	12363
48408306	237544
48528980	749
48645951	6066
48662531	526
48712928	98219
48725338	490
48729080	765
48783190	932
48810701	1209
48823735	139710
48877886	2298
48938236	9796
48971803	1559
48972595	133
48988476	58088
48995912	111
49042341	303
49101791	1474
49106068	49594
49137762	102
49155656	212214
49156329	519
49169070	84
49177610	1132
49198900	295
49326962	293970
49343608	647
49353485	550
49365124	1562
49423096	65680
49620980	35253
49794246	1852
49858238	324580
49879604	3922
49982443	119
50182196	54200
50221888	109
50241947	24080
50244628	304
50275392	80017
50347423	107
50354959	17244
50359450	745
50360329	82
50417385	1308
50424380	90040
50463381	118
50466738	359
50494018	3063
50497195	1550
50500562	46147
50552473	134343
50557601	2900
50688900	294
50702266	63543
50742702	575
50746709	3121
50798670	282
50839875	68725
50908672	97229
50944663	1334
51037488	256425
51056598	48679
51064609	4978
51208057	130554
51242190	75
51278927	1089
51314034	76
51315841	6156
51341629	66385
51351100	93
51367377	1734
51414097	84737
51447711	175123
51457286	3297
51681353	39679
51693216	2550
51707995	7226
51723011	28575
51751561	64808
51752485	3991
51829628	117668
51833134	293
51858070	283
51859185	2109
51884556	98
51887560	13564
51907200	106
51908902	741
51919073	11555
51938025	33782
51952106	115267
52010999	8097
52017167	866
52033707	1919
52056675	43849
52082302	4273
52095295	453
52109263	3513
52115105	76265
52116574	5558
52124561	15686
52162751	102
52180093	25782
52192322	103477
52277095	113
52307283	221768
52430064	705
52505191	672
52547045	22839
52577842	20868
52581317	128501
52648634	1233
52756989	34090
52801614	3329
52885595	876
52937139	1380
53116365	13334
53431960	68
53513741	249138
53651977	147
53764204	107
53837271	290
53910769	3944
53947624	29285
54012904	620511
54048588	2289
54320731	835
55056747	35427
55171972	6204
55180806	16262
55202966	116148
55288849	498
55317184	1978
55318960	36689
55340032	68479
55343141	435
55346347	406
55355248	143113
55372921	112
55408548	10217
55410525	97710
55442635	723
55538890	50058
55611546	131545
55680385	1079
55746639	129
55826922	166825
56005715	1462
56029684	298
56071421	219
56087280	155987
56192353	910
56244009	201989
56248787	341
56274530	107
56323193	527
56394321	2465
56408483	1704
56421544	43594
56447120	578
56542952	86641
56630181	288391
56634038	130
56729932	680
56795382	141
56846340	266
56887107	1113
56908312	324
56918623	380659
56966325	73
57246960	934
57278570	104
57300365	7405
57319138	4771
57325472	976
57375967	174761
57405074	102
57477484	846
57527187	1823
57553955	1726
57555951	429
57591908	122838
57591941	93424
57706629	76134
57720295	634
57953424	544443
57979716	931
57990217	420
58065225	5819
58138169	47743
58150275	289
58150635	328
58151033	1481
58152606	1802
58154960	1102
58200606	413
58410569	159275
58434890	63846
58454327	656
58456188	161
58521311	2061
58587507	4170
58588807	161172
58672296	638
58686411	207
58691106	2020
58703852	303
58732188	962
58755625	623
58760466	216
58768072	2903
58771192	90709
58815272	2457
58856831	8233
58865006	298
58865175	232245
58869659	476
58879045	54609
58889967	4116
58892507	84
58967046	763
59049399	987
59105078	19968
59115547	543
59121034	12217
59132434	240467
59171183	80
59206823	1693
59212648	141
59266720	4443
59341314	104
59348648	11242
59372693	150857
59401221	784
59406963	1192
59408905	111
59525422	460
59552615	479
59574103	120
59594875	45365
59638062	19480
59644298	28005
59659146	30389
59676757	565
59688517	902
59768352	795
59871511	1985
59964942	1143
60004222	57509
60053204	889
60073554	44767
60347134	55750
60390371	312
60404463	498
60409234	187
60419609	59552
60479178	151460
60488284	741036
60529973	15187
60558080	322
60593027	434
60677109	164
60681569	5320
60736769	118
60763906	1720
60847757	1312
61181249	14690
61211913	2319
61239906	426
61298791	336659
61598514	6728
61639349	75823
61674767	446
61729850	1540
61743941	79
61834752	17401
61852389	208085
62045225	95
62060503	1932
62066977	3941
62082450	856
62163535	1749
62196145	7174
62227896	25340
62230384	1512
62243366	83
62244330	266
62246284	66
62253730	16951
62255686	736
62274163	4203
62284190	817
62304658	77
62343029	110
62362029	303
62387327	1549
62390526	454106
62637172	8120
62682916	7533
62786807	88
62823957	85
62827675	56360
62895812	3732
62953173	952
63042632	29284
63046034	3354
63070025	1887
63098870	11534
63121800	20262
63125872	32150
63189469	78314
63276018	33109
63321378	60784
63390136	48185
63456294	13058
63500737	2347
63504511	90130
63544247	57343
63597353	5076
63608618	225325
63675146	38613
63870930	90
63890030	288
63907036	164998
63928274	7680
64072559	21460
64094123	51968
64111458	112
64151715	5767
64155812	7394
64165517	190671
64180348	193434
64342539	160
64364311	23377
64387748	67556
64445130	114
64460742	225327
64470253	1112
64528667	1005
64592979	348
64631109	806
64652888	102
64671263	107
64687573	15709
64695041	554
64696622	240
64701248	18355
64739892	35696
64762387	129
64815632	10037
64841883	26125
64841883	89038
64911902	46799
64943240	433
64950916	520
64963021	27290
65001512	28128
65026088	589
65045370	8027
65049188	615
65053337	23354
65076816	1377
65077894	115
65083042	622
65092770	22428
65105534	267
65117379	16458
65148219	37124
65194758	16731
65226472	226
65229861	107
65234460	66159
65285461	131
65296051	116
65301922	390
65304677	116
65327127	50914
65381464	41609
65442463	75242
65458574	961
65475318	297
65502741	96
65530418	47935
65553081	107
65578753	32537
65611366	49630
65655620	466
65658046	134248
65696833	104
65719246	87
65726054	165938
65766460	939
65771176	964
65816302	1180
65877849	135
65895079	358669
66040233	100
66278498	14860
66293217	40682
66314914	16790
66336206	50541
66347207	136
66348276	100
66379337	579
66386817	105496
66414933	266
66446455	323
66488658	3452
66490135	7679
66496958	77
66498015	26518
66501250	69
66502019	71
66502020	72
66502812	99
66503243	72
66504959	45170
66547179	18801
66582190	103605
66702228	80621
66740445	707
66808404	2157
66860303	6721
66919811	11945
66931537	24982
66984108	75146
67000814	272
